Name,HHMMSS,# MJD,Freq (MHz),Elev (deg),Flux (Jy),e_flux (Jy),
3C380,134554,58908.57503,6075,24.4141,4.5429,0.0158,
3C66A,135049,58908.57843,6075,74.6659,1.1021,0.0167,
3C84,135444,58908.58119,6075,64.8413,32.4454,0.1355,
2344+092,140314,58908.58705,6075,54.0922,1.1682,0.0152,
0235+164,140905,58908.592,6075,61.8899,0.9863,0.0077,
NRAO150,141536,58908.59568,6075,61.2876,8.3535,0.0234,
0336-019,142130,58908.59976,6075,39.8011,1.18,0.0127,
0420-014,142559,58908.60287,6075,34.5359,2.913,0.0129,
0440-003,142845,58908.6048,6075,32.7059,1.5953,0.0121,
TXS0506+056,143312,58908.60874,6075,33.4581,1.8747,0.012,
BLLAC,170411,58908.71273,6075,23.074,1.9669,0.0167,
1ES1959+650,170905,58908.71798,6075,22.7035,0.2773,0.0091,
1ES2344+514,171640,58908.72394,6075,40.6042,0.2535,0.006,
0528+134,172833,58908.72966,6075,61.8829,0.9137,0.0111,
0716+714,173533,58908.73463,6075,52.6497,1.8862,0.013,
0735+178,174352,58908.7403,6075,48.9481,0.6971,0.0103,
0827+243,174829,58908.7435,6075,43.6729,1.0215,0.0135,
0829+046,180235,58908.7533,6075,33.661,0.6987,0.012,
3C207,180702,58908.75638,6075,38.7937,1.6153,0.0103,
0836+710,181301,58908.76065,6075,49.9954,2.6971,0.0168,
OJ287,181723,58908.76357,6075,42.3591,4.2949,0.0231,
0954+658,182257,58908.76748,6075,45.1678,0.9286,0.0123,
MRK421,182754,58908.77174,6075,29.5022,0.5401,0.0091,
1156+295,183353,58908.77503,6075,15.8795,0.7073,0.0136,
1219+285,183643,58908.77872,6075,12.368,0.5976,0.0111,
MRK501,33726,58959.15249,6075,75.4161,1.8901,0.0178,
1807+698,34242,58959.15626,6075,59.6439,2.9236,0.0265,
1730-130,34944,58959.16104,6075,36.1892,4.5569,0.0548,
1741-038,35242,58959.16308,6075,45.6431,4.3459,0.0337,
1611+343,35743,58959.16656,6075,62.3681,6.0205,0.0468,
1633+382,40032,58959.16853,6075,67.1375,2.8511,0.0246,
2223-052,93907,58960.40371,6075,38.8666,4.4481,0.0276,
2230+114,94220,58960.40588,6075,53.7,3.8364,0.0274,
3C454.3,94609,58960.40853,6075,59.6907,17.9234,0.0647,
3C380,95125,58960.4122,6075,28.6917,4.6291,0.0274,
3C66A,95625,58960.41569,6075,69.2112,1.1299,0.0258,
3C84,100024,58960.41845,6075,59.2972,32.2557,0.105,
2344+092,100829,58960.42403,6075,57.3562,1.1277,0.0233,
0235+164,101343,58960.42855,6075,57.499,1.054,0.0189,
NRAO150,101959,58960.43206,6075,56.3997,8.3621,0.028,
0336-019,102506,58960.43559,6075,35.3041,1.171,0.0179,
0420-014,102857,58960.43827,6075,29.2779,3.2081,0.0185,
0440-003,103143,58960.44019,6075,27.1946,1.7366,0.0138,
TXS0506+056,103533,58960.4437,6075,27.4135,2.2684,0.0164,
BLLAC,135934,58960.58452,6075,20.0479,2.1825,0.0199,
1ES1959+650,140348,58960.58843,6075,21.4756,0.2555,0.012,
1ES2344+514,140927,58960.59308,6075,38.2052,0.2233,0.0148,
0528+134,141938,58960.59847,6075,63.018,0.9311,0.0191,
0716+714,142608,58960.6031,6075,53.5877,1.4375,0.0182,
0736+017,143208,58960.60715,6075,39.1151,1.9575,0.0172,
0735+178,143511,58960.60927,6075,51.7756,0.7415,0.0136,
0827+243,143910,58960.61204,6075,46.598,1.0657,0.0135,
0829+046,145217,58960.62115,6075,36.1079,0.7852,0.0175,
3C207,145607,58960.6238,6075,41.2674,1.6787,0.0185,
0836+710,150307,58960.62878,6075,51.0694,2.8247,0.0177,
OJ287,150733,58960.63174,6075,45.1465,4.4435,0.0198,
0954+658,151232,58960.63525,6075,46.6274,0.9741,0.0128,
MRK421,151653,58960.63909,6075,31.8399,0.5641,0.0121,
1156+295,152215,58960.64196,6075,18.1529,0.7426,0.0136,
1219+285,152505,58960.64565,6075,14.6157,0.6657,0.0128,
PKS1222+216,21103,58908.09236,23840,68.0522,1.6152,0.0114,
3C273,21530,58908.0954,23840,50.2385,17.9382,0.0567,
3C279,21932,58908.0982,23840,43.9193,14.9323,0.0628,
1354+195,22416,58908.10148,23840,69.1944,1.7412,0.0125,
PKS1441+25,22718,58908.11102,23840,71.4542,0.14,0.0033,
1334-127,24256,58908.11445,23840,37.3118,5.5003,0.023,
1611+343,24835,58908.11837,23840,62.8735,2.9871,0.0126,
PG1553+113,40649,58908.17717,23840,60.8127,0.2471,0.0045,
1510-089,41741,58908.18025,23840,41.188,2.305,0.0125,
1606+105,42205,58908.1833,23840,59.8992,0.7727,0.0105,
3C345,43652,58908.1936,23840,79.5419,5.1531,0.0236,
MRK501,43919,58908.1953,23840,77.9236,0.9043,0.0087,
3C380,150042,58908.62679,23840,14.6987,3.0003,0.0246,
2223-052,151003,58908.63328,23840,19.7591,3.461,0.031,
2230+114,151415,58908.6362,23840,31.5022,3.2279,0.0184,
3C454.3,151816,58908.63899,23840,37.543,14.572,0.0623,
BLLAC,152248,58908.64213,23840,39.7075,2.7364,0.0156,
3C84,152845,58908.64629,23840,82.4595,28.1906,0.1239,
NRAO150,153308,58908.64934,23840,72.7356,7.4085,0.0276,
0235+164,154110,58908.65489,23840,66.9519,1.8665,0.0105,
0336-019,154536,58908.65797,23840,47.7494,1.0253,0.009,
2344+092,155102,58908.66175,23840,36.9465,1.8112,0.0125,
0420-014,160928,58908.67455,23840,46.9185,4.5244,0.0214,
0440-003,161327,58908.67731,23840,46.6273,1.4665,0.0116,
TXS0506+056,161603,58908.67986,23840,49.5218,2.5072,0.0123,
0528+134,162111,58908.68268,23840,53.545,1.0386,0.0096,
1ES1959+650,162809,58908.69559,23840,25.0384,0.2354,0.0066,
1ES2344+514,164420,58908.70648,23840,44.2815,0.1675,0.0041,
0716+714,195207,58908.82926,23840,58.1067,3.4256,0.0141,
0736+017,195953,58908.83454,23840,51.6309,2.7102,0.0135,
0735+178,200415,58908.83831,23840,67.7767,0.6424,0.0079,
0827+243,200956,58908.84153,23840,69.0933,1.0665,0.0109,
0829+046,201251,58908.84429,23840,52.0616,0.7748,0.0088,
3C207,201629,58908.84607,23840,59.4068,1.3301,0.0102,
0836+710,202258,58908.85068,23840,57.5427,2.0047,0.0109,
OJ287,202927,58908.85507,23840,65.2115,8.1833,0.0266,
0954+658,204929,58908.86981,23840,59.264,1.4514,0.009,
MRK421,205533,58908.87467,23840,56.6173,0.4455,0.0068,
1156+295,210155,58908.87762,23840,43.4446,0.8808,0.0112,
1219+285,210425,58908.88083,23840,39.6252,0.4871,0.0091,
0716+714,213058,58908.89791,23840,56.534,3.6983,0.0159,
3C84,94828,59072.41031,24100,40.8693,28.8846,1.0815,
0716+714,95423,59072.41634,24100,62.7419,0.9292,0.0806,
0736+017,100509,59072.4219,24100,46.3775,2.6213,0.1516,
0735+178,101018,59072.42923,24100,61.4412,0.5929,0.0662,
0827+243,102054,59072.43471,24100,69.5963,0.7752,0.0802,
0829+046,102711,59072.44095,24100,49.8528,1.6214,0.0884,
3C207,103548,59072.44411,24100,58.5987,1.3855,0.0988,
0836+710,104528,59072.44991,24100,63.6637,1.3934,0.1394,
OJ287,105827,59072.45891,24100,65.377,7.0768,0.2803,
0954+658,112901,59072.48204,24100,68.8892,1.3603,0.0958,
1156+295,114145,59072.48992,24100,60.5179,0.9774,0.1187,
1219+285,114610,59072.4977,24100,58.0659,0.5617,0.0586,
0716+714,122533,59072.52132,24100,54.6762,0.9512,0.0968,
0827+243,130438,59072.54842,24100,50.7677,0.7582,0.108,
0829+046,131045,59072.55456,24100,34.7761,1.4537,0.1483,
3C207,131922,59072.55772,24100,42.285,1.1358,0.143,
0836+710,132719,59072.5623,24100,56.349,1.4139,0.1614,
OJ287,133348,59072.56679,24100,47.5166,6.9441,0.53,
PKS1222+216,135718,59072.58311,24100,66.4514,1.6902,0.1665,
3C273,140234,59072.58676,24100,47.2591,16.0477,1.1174,
3C279,140727,59072.59016,24100,38.8172,18.6051,1.2958,
1354+195,141248,59072.59387,24100,57.9375,1.8598,0.1899,
PKS1441+25,141610,59072.62817,24100,62.9776,0.1567,0.034,
1334-127,150750,59072.63208,24100,32.2466,4.8362,0.3874,
1611+343,151410,59072.63649,24100,56.041,2.6848,0.229,
1510-089,175105,59072.74546,24100,35.2054,2.3244,0.2414,
1606+105,175624,59072.74915,24100,55.914,0.97,0.1445,
FLAGGED,PG1553+113,181751,59072.77723,24100,54.8305,0.7754,
1510-089,184212,59072.78095,24100,31.7833,2.5,0.259,
1606+105,184734,59072.78469,24100,54.3054,0.84,0.1504,
PG1553+113,190853,59072.80537,24100,51.0586,0.3345,0.0632,
1730-130,201251,59072.8439,24100,31.2674,3.6411,0.2035,
1741-038,201748,59072.84734,24100,40.63,5.6209,0.2302,0.0494
1633+382,202351,59072.85154,24100,66.8322,2.9619,0.1466,
3C345,202841,59072.85491,24100,68.0168,6.222,0.2288,
MRK501,203140,59072.85792,24100,69.1638,1.0305,0.0914,
1807+698,203926,59072.86239,24100,64.0972,2.2394,0.1454,
1ES1959+650,231402,59073.00205,24100,62.5344,0.2071,0.0362,
3C380,2109,59073.01634,24100,49.178,2.802,0.1942,
2223-052,2812,59073.02123,24100,40.5427,2.6019,0.1962,
2230+114,3323,59073.02483,24100,57.2142,2.1256,0.1626,
3C454.3,3813,59073.02818,24100,61.7194,12.8684,0.4961,
NRAO150,33423,59073.15053,24100,66.7708,7.1877,0.2971,
0235+164,34434,59073.15759,24100,60.7786,2.6909,0.1621,
0336-019,34954,59073.16131,24100,38.8852,1.2956,0.1773,
2344+092,35615,59073.16571,24100,43.6788,1.9447,0.4256,
0420-014,41628,59073.17975,24100,37.5295,4.6553,0.2585,
TXS0506+056,42426,59073.1881,24100,39.3728,2.1662,0.1331,
0528+134,43321,59073.19336,24100,43.5607,0.979,0.1419,
3C66A,53602,59073.23501,24100,74.6451,0.9915,0.3784,
,,,,,,,
PKS1222+216,152718,59072.64567,8305,62.479,2.0916,0.0497,
3C273,153054,59072.64815,8305,44.6371,20.8682,0.0656,
3C279,153407,59072.65039,8305,38.4881,12.639,0.0571,
1334-127,153723,59072.65265,8305,32.3875,4.2985,0.0433,
1354+195,154124,59072.65545,8305,64.6653,1.5764,0.0334,
PKS1441+25,154500,59072.67347,8305,69.6491,0.2098,0.0126,
PG1553+113,162146,59072.69124,8305,53.0606,0.2487,0.0214,
1606+105,163600,59072.69338,8305,51.4604,1.1682,0.0368,
PKS1222+216,164100,59072.69684,8305,52.1622,2.1628,0.037,
3C273,164429,59072.69926,8305,36.8082,21.5374,0.0688,
3C279,164743,59072.7015,8305,32.7514,12.9137,0.0561,
1334-127,165100,59072.70379,8305,29.4452,4.3918,0.0424,
1354+195,165502,59072.70659,8305,61.086,1.5968,0.0365,
PKS1441+25,165828,59072.71042,8305,69.9534,0.2067,0.029,
1730-130,210558,59072.88084,8305,27.8435,4.4425,0.0436,
1741-038,210915,59072.88312,8305,37.1555,4.6229,0.0599,
1611+343,211326,59072.88604,8305,52.4494,4.3015,0.046,
1633+382,211637,59072.88825,8305,57.5751,2.3326,0.0424,
3C345,211941,59072.89037,8305,59.0864,4.8339,0.035,
MRK501,212244,59072.8925,8305,60.4573,1.268,0.0507,
1807+698,212709,59072.89561,8305,62.3208,2.3066,0.0413,
BLLAC,213220,59072.89917,8305,64.5873,2.7387,0.0814,
1ES1959+650,213658,59072.91836,8305,69.2732,0.2369,0.0156,
2223-052,11614,59073.05851,8305,38.4204,4.3342,0.0294,
2230+114,12519,59073.06094,8305,54.6056,3.1866,0.0438,
3C454.3,12828,59073.06313,8305,60.1769,16.6646,0.0594,
3C380,13332,59073.06666,8305,38.3065,3.9758,0.0546,
3C66A,13921,59073.07071,8305,62.568,1.0455,0.0455,
3C84,14243,59073.07304,8305,52.6923,35.1404,0.0983,
2344+092,15059,59073.08264,8305,54.8216,1.4433,0.0279,
0235+164,20100,59073.09539,8305,50.5769,1.9375,0.0196,
NRAO150,21914,59073.09841,8305,54.7985,7.8921,0.0432,
0336-019,22336,59073.1053,8305,28.955,0.9772,0.0288,
0420-014,23224,59073.10753,8305,23.1384,3.7025,0.0467,
0440-003,23529,59073.11354,8305,22.2104,1.4304,0.0295,
TXS0506+056,24413,59073.12251,8305,24.3398,2.264,0.03,
1ES2344+514,63141,59073.29237,8305,38.5574,0.2181,0.0248,
0528+134,70426,59073.30032,8305,58.9594,0.9164,0.0238,
0736+017,72158,59073.3125,8305,39.5166,1.8116,0.0298,
0735+178,73058,59073.32164,8305,55.1699,0.6728,0.0215,
0827+243,74410,59073.32405,8305,52.517,0.8212,0.0383,
0829+046,75619,59073.33344,8305,39.2068,1.0267,0.0314,
3C207,80053,59073.33564,8305,45.5081,1.4288,0.0413,
OJ287,81106,59073.34274,8305,50.1567,4.5181,0.0682,
0954+658,81544,59073.353,8305,55.581,1.0515,0.0243,
MRK421,82942,59073.35956,8305,42.4435,0.4982,0.0248,
1156+295,83848,59073.36199,8305,28.6038,0.7633,0.047,
1219+285,84158,59073.37852,8305,28.7739,0.6578,0.0197,
1730-130,192520,59103.81096,8305,25.8747,4.5821,0.0458,
1741-038,192837,59103.81323,8305,35.0661,4.7338,0.0422,
1611+343,193245,59103.81611,8305,48.6656,4.2237,0.0344,
1633+382,193555,59103.81832,8305,53.8014,2.4165,0.0369,
3C345,193859,59103.82045,8305,55.3294,4.8475,0.0387,
MRK501,194203,59103.82258,8305,56.689,1.2432,0.0365,
BLLAC,195139,59103.82924,8305,68.3536,2.7549,0.0409,
1ES1959+650,195628,59103.84857,8305,68.8799,0.2774,0.0122,
1741-038,203243,59103.85776,8305,27.0254,4.6922,0.0447,
1611+343,203644,59103.86055,8305,37.3869,4.3403,0.0396,
1633+382,203955,59103.86276,8305,42.6036,2.4756,0.0396,
3C345,204258,59103.86489,8305,44.1999,4.9017,0.0415,
MRK501,204602,59103.86701,8305,45.5162,1.2097,0.0363,
1807+698,205000,59103.86981,8305,56.7461,2.2322,0.0473,
BLLAC,205757,59103.87529,8305,80.1815,2.7102,0.0329,
2223-052,232459,59103.98125,8305,37.6796,4.29,0.0279,
2230+114,233403,59103.98368,8305,53.671,3.0534,0.0545,
3C454.3,233713,59103.98587,8305,59.3876,16.7369,0.0538,
3C380,234211,59103.98935,8305,36.7617,3.9548,0.0455,
3C66A,234802,59103.9934,8305,64.4247,1.1466,0.04,
3C84,235124,59103.99574,8305,54.5252,34.4667,0.102,
2344+092,235936,59104.00529,8305,54.463,1.4238,0.025,
0235+164,938,59104.01808,8305,52.1087,2.3012,0.0166,
NRAO150,2757,59104.02113,8305,56.4424,7.5719,0.0555,
0336-019,3221,59104.02805,8305,30.4604,0.9193,0.0234,
0420-014,4109,59104.03027,8305,24.8099,3.6129,0.0465,
0440-003,4413,59104.03627,8305,23.9252,1.4777,0.027,
TXS0506+056,5257,59104.04524,8305,26.1421,2.0443,0.0271,
1ES2344+514,44033,59104.21517,8305,37.0752,0.1911,0.0277,
0528+134,51310,59104.22306,8305,59.0254,0.9736,0.0338,
0716+714,52510,59104.22762,8305,60.2714,1.422,0.0546,
0736+017,53057,59104.23539,8305,40.7322,1.7687,0.0319,
0735+178,53956,59104.24454,8305,56.5663,0.6816,0.0228,
0827+243,55310,59104.24695,8305,54.3243,0.8372,0.0339,
0829+046,60521,59104.25639,8305,40.6339,1.2353,0.0418,
3C207,60955,59104.25858,8305,47.1117,1.4586,0.0472,
0836+710,61504,59104.26228,8305,58.9271,2.1811,0.0523,
OJ287,62018,59104.2658,8305,51.9206,5.163,0.0414,
0954+658,62501,59104.27611,8305,56.7098,0.9346,0.0172,
MRK421,63901,59104.2827,8305,44.3769,0.522,0.0267,
1156+295,64807,59104.28512,8305,30.5504,0.9262,0.044,
1219+285,65117,59104.30282,8305,30.5647,0.6762,0.016,
PKS1222+216,133115,59104.56507,8305,61.3507,2.0753,0.0384,
3C273,133449,59104.56754,8305,43.849,21.4321,0.0655,
3C279,133803,59104.56979,8305,37.9934,12.9503,0.0519,
1334-127,134119,59104.57206,8305,32.2679,4.3855,0.0388,
1354+195,134522,59104.57487,8305,64.694,1.7089,0.0305,
PKS1441+25,134857,59104.59287,8305,70.1006,0.2189,0.0132,
1510-089,141527,59104.59577,8305,35.4531,2.1302,0.0512,
PG1553+113,143111,59104.61442,8305,54.3384,0.2594,0.0156,
PKS1222+216,145021,59104.62,8305,49.6839,2.0347,0.0361,
3C273,145349,59104.62241,8305,34.7522,20.9781,0.0786,
3C279,145704,59104.62466,8305,31.0646,12.727,0.048,
1730-130,183551,59103.77654,24100,29.9119,3.7417,0.1925,
1741-038,184047,59103.77997,24100,39.2153,5.5916,0.2021,
1633+382,184646,59103.78412,24100,62.407,2.8805,0.1282,
3C345,185136,59103.78749,24100,63.5855,6.328,0.2037,
MRK501,185435,59103.7905,24100,64.7328,0.9756,0.0829,
1807+698,190211,59103.79485,24100,63.2721,2.0818,0.1076,
1ES1959+650,211817,59103.92168,24100,61.9867,0.2333,0.0227,
3C380,222951,59103.93905,24100,47.5211,2.7879,0.129,
3C380,223551,59103.94321,24100,46.5884,2.7254,0.1344,
2223-052,224248,59103.94804,24100,40.1783,2.9405,0.1417,
2230+114,224800,59103.95165,24100,56.7521,2.0257,0.1168,
3C454.3,225249,59103.955,24100,61.6272,13.4198,0.3836,
BLLAC,230256,59103.96297,24100,76.2861,3.3116,0.1196,
NRAO150,13648,59104.06888,24100,67.4485,7.3884,0.2091,
0235+164,14656,59104.07591,24100,61.044,2.7445,0.1199,
0336-019,15217,59104.07963,24100,39.2851,1.4973,0.1505,
2344+092,15840,59104.08406,24100,43.0696,1.6942,0.1136,
0420-014,21854,59104.09811,24100,37.9911,5.1901,0.1827,
0440-003,22501,59104.10235,24100,37.4596,0.924,0.1221,
TXS0506+056,22847,59104.1078,24100,40.2336,2.0477,0.0973,
0528+134,23743,59104.11305,24100,44.5289,1.051,0.0896,
3C66A,34027,59104.15474,24100,73.5158,0.984,0.1184,
0235+164,40211,59104.16983,24100,55.4535,2.7842,0.2128,
0336-019,40739,59104.17364,24100,42.8208,1.1132,0.2009,
MRK421,75912,59104.34008,24100,59.1307,0.4561,0.0757,
3C84,81508,59104.34549,24100,35.5781,27.1785,1.5144,
0716+714,82051,59104.35139,24100,61.7441,1.8464,0.1188,
0736+017,83118,59104.35672,24100,44.5906,3.0073,0.2153,
0735+178,83624,59104.36402,24100,58.5173,0.6078,0.0745,
0827+243,84652,59104.36941,24100,68.4967,0.8057,0.0792,
0829+046,85309,59104.37566,24100,48.8822,2.149,0.1323,
3C207,90147,59104.37883,24100,57.6324,1.3172,0.1118,
0836+710,91100,59104.38431,24100,63.1834,1.4464,0.1164,
OJ287,91852,59104.38975,24100,64.2206,7.2443,0.4146,
0954+658,94009,59104.40645,24100,69.0548,1.3306,0.1031,
PKS1222+216,120013,59104.5018,24100,66.6669,1.4582,0.1085,
3C273,120528,59104.50545,24100,47.3831,16.2816,0.6483,
3C279,121022,59104.50885,24100,39.1195,18.1982,0.7354,
1354+195,121542,59104.51256,24100,59.0149,1.924,0.1194,
1334-127,131051,59104.55086,24100,32.367,5.4994,0.266,
1611+343,131713,59104.55527,24100,57.6156,2.7989,0.1455,
PG1553+113,152422,59104.65678,24100,56.6049,0.2562,0.034,
1510-089,154842,59104.66047,24100,35.0448,2.304,0.1816,
1606+105,155400,59104.66415,24100,55.9145,0.8617,0.1081,
,,,,,,,
PKS1222+216,115528,59130.49855,8305,60.5547,2.0739,0.0323,
3C273,115902,59130.50102,8305,43.2819,22.9151,0.0795,
1334-127,120532,59130.50554,8305,32.1432,4.7954,0.0564,
1354+195,120934,59130.50835,8305,64.6217,1.9163,0.0448,
PKS1441+25,121310,59130.52635,8305,70.2934,0.2005,0.0128,
1510-089,123939,59130.52923,8305,35.6908,2.3111,0.0412,
PG1553+113,124955,59130.5441,8305,54.4109,0.2719,0.0207,
1606+105,130408,59130.54624,8305,52.9588,1.2168,0.0368,
PKS1222+216,130905,59130.54967,8305,49.5229,2.1202,0.0332,
1730-130,174104,59130.73855,8305,25.6844,4.5773,0.0445,
1741-038,174421,59130.74084,8305,34.8603,4.572,0.04,
1611+343,174830,59130.74373,8305,48.3215,4.1115,0.0376,
1633+382,175141,59130.74593,8305,53.4599,2.4781,0.0359,
3C345,175445,59130.74806,8305,54.9888,4.7853,0.0437,
MRK501,175749,59130.75018,8305,56.3491,1.2285,0.038,
BLLAC,180723,59130.75684,8305,68.6936,2.7035,0.0333,
1ES1959+650,181214,59130.77619,8305,68.8235,0.2596,0.0129,
1730-130,184308,59130.78166,8305,18.3252,4.5898,0.0563,
1741-038,184624,59130.78392,8305,27.0478,4.5969,0.0496,
1611+343,185025,59130.78671,8305,37.4149,4.2094,0.0412,
1633+382,185335,59130.78892,8305,42.6306,2.5118,0.0408,
3C345,185639,59130.79105,8305,44.2269,4.8913,0.0387,
MRK501,185943,59130.79317,8305,45.5414,1.2513,0.0412,
1807+698,190341,59130.79598,8305,56.7562,2.2446,0.0589,
BLLAC,191138,59130.8,8305,80.1527,2.6283,0.0826,
2223-052,214543,59130.91232,8305,37.1451,4.4583,0.0277,
2230+114,215448,59130.91476,8305,53.001,3.1417,0.036,
3C454.3,215758,59130.91695,8305,58.797,17.6129,0.0613,
3C380,220254,59130.9204,8305,35.7647,4.1316,0.0393,
3C66A,220845,59130.92445,8305,65.6345,1.0722,0.0372,
3C84,221207,59130.92678,8305,55.7202,36.3075,0.1014,
2344+092,222015,59130.93629,8305,54.1548,1.5057,0.0262,
0235+164,223018,59130.94909,8305,53.0601,2.3896,0.0167,
NRAO150,224839,59130.95217,8305,57.5095,7.5252,0.0418,
0336-019,225305,59130.95909,8305,31.4044,0.9898,0.0227,
0420-014,230151,59130.96132,8305,25.8718,3.9835,0.0443,
0440-003,230456,59130.96733,8305,25.0206,1.5317,0.0291,
TXS0506+056,231342,59130.97629,8305,27.2946,2.516,0.0727,
TXS0506+056,232843,59130.98191,8305,28.6427,2.3798,0.0363,
BLLAC,225123,59131.95406,8305,59.2004,2.6262,0.0359,
BLLAC,225443,59131.95637,8305,58.6173,2.6407,0.0401,
1ES2344+514,25456,59132.14183,8305,36.4626,0.3181,0.081,
0528+134,32732,59132.14968,8305,59.0038,0.8895,0.0224,
0716+714,33933,59132.15428,8305,60.4988,1.0523,0.0412,
0736+017,34523,59132.16207,8305,41.2111,1.8945,0.0218,
0735+178,35422,59132.17123,8305,57.1181,0.6964,0.019,
0827+243,40737,59132.17365,8305,55.0663,0.7849,0.034,
0829+046,41950,59132.18311,8305,41.2072,1.1849,0.0309,
3C207,42424,59132.18531,8305,47.7802,1.4826,0.0399,
0836+710,42936,59132.18903,8305,59.216,2.1018,0.0416,
OJ287,43452,59132.19257,8305,52.6451,5.1541,0.037,
0954+658,43937,59132.20291,8305,57.179,0.9082,0.0387,
MRK421,45338,59132.20952,8305,45.1921,0.547,0.0484,
1156+295,50246,59132.21195,8305,31.3762,1.0094,0.0523,
1219+285,50555,59132.22966,8305,31.3962,0.6329,0.016,
,,,,,,,
3C84,83116,59130.3567,24100,17.9988,22.6448,1.3234,
0716+714,83708,59130.3627,24100,54.7117,0.9515,0.0833,
0736+017,84959,59130.3697,24100,30.3597,2.3593,0.2085,
0735+178,85500,59130.37694,24100,40.5897,0.5897,0.0713,
0827+243,90529,59130.38233,24100,52.6489,0.806,0.0807,
0829+046,91137,59130.38847,24100,36.4082,2.0842,0.0937,
3C207,92013,59130.39163,24100,44.0231,1.2605,0.0911,
0836+710,92814,59130.39628,24100,57.1495,1.0918,0.0886,
OJ287,93449,59130.40082,24100,49.3276,6.1391,0.1951,
0954+658,94229,59130.40806,24100,64.7749,1.1615,0.078,
3C273,102007,59130.43228,24100,47.3489,16.4264,0.4667,
1354+195,103021,59130.43939,24100,58.6392,1.9548,0.1229,
PKS1441+25,103343,59130.47369,24100,63.7474,0.1469,0.0196,
1334-127,112526,59130.47765,24100,32.3259,4.6811,0.182,
1611+343,113146,59130.48204,24100,57.0414,2.8541,0.1231,
PG1553+113,133721,59130.58243,24100,56.6099,0.2906,0.0274,
1510-089,140140,59130.58614,24100,35.265,2.2895,0.1206,
1606+105,140658,59130.58982,24100,55.9017,0.8475,0.0748,
PG1553+113,142823,59130.61787,24100,54.921,0.2981,0.0306,
1510-089,145244,59130.6216,24100,31.9041,2.2008,0.1312,
1606+105,145806,59130.62532,24100,54.393,0.8907,0.0911,
PG1553+113,151923,59130.65329,24100,50.1659,0.2721,0.033,
1730-130,162107,59130.68298,24100,31.4232,3.8077,0.1775,
1741-038,162603,59130.6864,24100,40.7889,5.7097,0.1481,
1633+382,163207,59130.69062,24100,67.4793,3.2056,0.0976,
3C345,163658,59130.69399,24100,68.6692,6.0548,0.1346,
MRK501,163957,59130.697,24100,69.8155,0.9595,0.0613,
1ES1959+650,193208,59130.84794,24100,61.9858,0.2288,0.0192,
3C380,204341,59130.86532,24100,47.5197,2.6568,0.1141,
2223-052,205040,59130.87017,24100,40.3392,2.7114,0.1137,
2230+114,205551,59130.87377,24100,56.9621,2.0532,0.0855,
3C454.3,210041,59130.87712,24100,61.7108,13.1675,0.3609,
BLLAC,213114,59130.89928,24100,73.7034,2.9978,0.0992,
NRAO150,235928,59131.00128,24100,68.8291,7.0885,0.2767,
0235+164,611,59131.00594,24100,61.3416,2.8649,0.1196,
0336-019,1131,59131.00964,24100,39.7667,1.1625,0.0939,
2344+092,1750,59131.01403,24100,42.3013,1.4524,0.0961,
0420-014,3801,59131.02805,24100,38.5337,5.3214,0.1953,
0440-003,4250,59131.03139,24100,37.9131,0.9219,0.1019,
TXS0506+056,4558,59131.03639,24100,40.6817,2.2129,0.094,
0528+134,5454,59131.04048,24100,44.903,1.0893,0.0817,
3C380,223027,59131.93876,24100,31.1739,3.0894,0.2033,
BLLAC,223515,59131.94374,24100,61.6238,3.4512,0.1107,
NRAO150,234752,59131.99323,24100,67.6296,8.4172,0.1781,
0235+164,235800,59132.00026,24100,61.1132,3.3792,0.1125,
0336-019,321,59132.00397,24100,39.3926,1.3112,0.1202,
2344+092,941,59132.00838,24100,42.9111,1.7876,0.1239,
0420-014,2952,59132.02239,24100,38.1004,6.1488,0.1628,
0440-003,3441,59132.02573,24100,37.4341,1.0249,0.1289,
TXS0506+056,3749,59132.03074,24100,40.1155,2.7017,0.088,
0528+134,4645,59132.036,24100,44.3975,1.2626,0.0797,
1ES2344+514,5745,59132.07386,24100,50.3894,0.2433,0.0304,
3C66A,14925,59132.07763,24100,73.6946,1.1714,0.1062,
0235+164,21106,59132.0927,24100,55.5777,3.2386,0.1173,
0336-019,21622,59132.09634,24100,42.8804,1.4891,0.1225,
2344+092,22222,59132.10052,24100,20.9809,1.5185,0.2538,
0420-014,24129,59132.11379,24100,43.9169,6.0671,0.1677,
0440-003,24617,59132.11643,24100,45.0956,1.1426,0.1444,
3C84,63027,59132.27279,24100,34.7164,30.9474,0.7111,
0716+714,63609,59132.27869,24100,61.527,1.2408,0.125,
0736+017,64633,59132.28397,24100,44.1876,3.2055,0.2351,
0829+046,70821,59132.30289,24100,48.6033,2.6801,0.1462,
0836+710,72612,59132.31153,24100,63.0512,1.4469,0.098,
OJ287,73359,59132.31691,24100,63.8614,7.7687,0.2209,
,,,,,,,
1730-130,151637,59164.63824,8305,26.7328,4.8102,0.061,
1741-038,151954,59164.64051,8305,35.9776,4.8287,0.0435,
1611+343,152404,59164.64342,8305,50.2373,4.0528,0.0412,
1633+382,152715,59164.64563,8305,55.3694,2.5923,0.0408,
3C345,153018,59164.64776,8305,56.8877,4.7797,0.0363,
MRK501,153322,59164.64988,8305,58.2524,1.2635,0.0308,
